DirtyColumn,DirtyTable,CleanColumn,
API_NO14,tbl_Well_Info_General_Detail,API14,
COMP_TYPE,tbl_Well_Info_General_Detail,COMP_TYPE,
COMPLETION_ID,tbl_Well_Info_General_Detail,COMPLETION_ID,
COST_CENTER,tbl_Well_Info_General_Detail,COST_CENTER,
MOP,tbl_Well_Info_General_Detail,MOP,
OPER_NO,tbl_Well_Info_General_Detail,OPER_NO,
ORG_SEQNO,tbl_Well_Info_General_Detail,ORG_SEQNO,
RESERVOIR,tbl_Well_Info_General_Detail,RESERVOIR,
RMT_TEAM,tbl_Well_Info_General_Detail,RMT_TEAM,
SOURCE,tbl_Well_Info_General_Detail,SOURCE,
STATUS_DATE,tbl_Well_Info_General_Detail,STATUS_DATE,
UNIT,tbl_Well_Info_General_Detail,UNIT,
WELL_AUTO_NAME,tbl_Well_Info_General_Detail,WELL_AUTO_NAME,
WELL_COMMON_NAME,tbl_Well_Info_General_Detail,WELL_COMMON_NAME,
WELL_COMP_NAME,tbl_Well_Info_General_Detail,WELL_COMP_NAME,
WELL_ID,tbl_Well_Info_General_Detail,WELL_ID,
WELL_STATUS,tbl_Well_Info_General_Detail,WELL_STATUS,
WELLBORE_ID,tbl_Well_Info_General_Detail,WELLBORE_ID,
API_NO14,tbl_Well_Info_General_Detail_CV,API14,
COMP_TYPE,tbl_Well_Info_General_Detail_CV,COMP_TYPE,
COMPLETION_ID,tbl_Well_Info_General_Detail_CV,COMPLETION_ID,
COST_CENTER,tbl_Well_Info_General_Detail_CV,COST_CENTER,
MOP,tbl_Well_Info_General_Detail_CV,MOP,
OPER_NO,tbl_Well_Info_General_Detail_CV,OPER_NO,
ORG_SEQNO,tbl_Well_Info_General_Detail_CV,ORG_SEQNO,
RESERVOIR,tbl_Well_Info_General_Detail_CV,RESERVOIR,
RMT_TEAM,tbl_Well_Info_General_Detail_CV,RMT_TEAM,
SOURCE,tbl_Well_Info_General_Detail_CV,SOURCE,
STATUS_DATE,tbl_Well_Info_General_Detail_CV,STATUS_DATE,
UNIT,tbl_Well_Info_General_Detail_CV,UNIT,
WELL_AUTO_NAME,tbl_Well_Info_General_Detail_CV,WELL_AUTO_NAME,
WELL_COMMON_NAME,tbl_Well_Info_General_Detail_CV,WELL_COMMON_NAME,
WELL_COMP_NAME,tbl_Well_Info_General_Detail_CV,WELL_COMP_NAME,
WELL_ID,tbl_Well_Info_General_Detail_CV,WELL_ID,
WELL_STATUS,tbl_Well_Info_General_Detail_CV,WELL_STATUS,
WELLBORE_ID,tbl_Well_Info_General_Detail_CV,WELLBORE_ID,
API_NO14,tbl_Well_Note_Hist,API14,
API_NO14,tbl_Well_OIT_Test_Hist,API14,
API14,tbl_Well_OIT_Test_Hist,API14,
LocalWellName,tbl_Well_OIT_Test_Hist,WELL_NAME,
API_NO14,tbl_Well_Operations_Summary_Hist,API14,
well_id,tbl_Well_Operations_Summary_Hist,WELL_ID,
wellbore_id,tbl_Well_Operations_Summary_Hist,WELLBORE_ID,
event_id,tbl_Well_Operations_Summary_Hist,EVENT_ID,
API_NO14,tbl_Well_Perf_Hist,API14,
well_id,tbl_Well_Perf_Hist,WELL_ID,
wellbore_id,tbl_Well_Perf_Hist,WELLBORE_ID,
wellbore_opening_id,tbl_Well_Perf_Hist,WELLBORE_OPENING_ID,
API_NO14,tbl_Well_Pump_Hist,API14,
event_id,tbl_Well_Pump_Hist,EVENT_ID,
well_id,tbl_Well_Pump_Hist,WELL_ID,
wellbore_id,tbl_Well_Pump_Hist,WELLBORE_ID,
API_NO14,tbl_Well_Service_Status_Hist,API14,
NodeID,tbl_Well_Service_Status_Hist,WELL_AUTO_NAME,
API_NO14,tbl_Well_XDiag_Hist,API14,
NodeID,tbl_Well_XDiag_Hist,WELL_AUTO_NAME,
API_NO14,tbl_Well_XSPOC_FluidShot_Hist,API14,
NodeID,tbl_Well_XSPOC_FluidShot_Hist,WELL_AUTO_NAME,
API_NO14,tbl_Well_XSPOC_Test_Hist,API14,
NodeID,tbl_Well_XSPOC_Test_Hist,WELL_AUTO_NAME,
Pumpsize,tbl_Well_XSPOC_Test_Hist,PumpSize,
API_NO14,tqprod_geology_sur_data,API_NO14,
wellid,tqprod_geology_sur_data,WellName,
direction_calc,tqprod_geology_sur_data,AZIMUTH,
inclination_calc,tqprod_geology_sur_data,INCLINATION,
meas_depth,tqprod_geology_sur_data,DepthMD,
dew,tqprod_geology_sur_data,OFFSET_EAST,
dns,tqprod_geology_sur_data,OFFSET_NORTH,
API_NO14,tqprod_geology_tops,API14,
sub_zone,tqprod_geology_tops,sub_zone,
md_tpik,tqprod_geology_tops,DepthMD,
tvd_tpik,tqprod_geology_tops,DepthTVD,
wellid,tqprod_geology_tops,WellName,
last_updated_by,tqprod_geology_tops,PickInterpretor,
apinumber,unit_test_pros_well_tests,API14,
wellname,vendor_lab_cuts,WELL_NAME,
api,vendor_processinstruments,API14,
well,vendor_processinstruments,WELL_NAME,
apinumber,vendor_pros,API14,
wellname,vendor_pros,WELL_NAME,
CREATE_DATE,VENTURA_AD_PICK,CREATE_DATE,
CREATE_USER_ID,VENTURA_AD_PICK,CREATE_USER_ID,
DATA_SOURCE,VENTURA_AD_PICK,PickInterpretor,
DIP_ANGLE,VENTURA_AD_PICK,DIP_ANGLE,
DIP_ANGLE_OUOM,VENTURA_AD_PICK,PickAngleUnits,
DIP_AZIMUTH,VENTURA_AD_PICK,DIP_AZIMUTH,
DIP_AZIMUTH_OUOM,VENTURA_AD_PICK,PickAziUnits,
GEOLOGIC_FEATURE,VENTURA_AD_PICK,GEOLOGIC_FEATURE,
GGX_FAULT_NAME,VENTURA_AD_PICK,GGX_FAULT_NAME,
GGX_GAP_THICKNESS,VENTURA_AD_PICK,GGX_GAP_THICKNESS,
GGX_GAP_THICKNESS_OUOM,VENTURA_AD_PICK,GGX_GAP_THICKNESS_OUOM,
GGX_PERCENT_THICKNESS,VENTURA_AD_PICK,GGX_PERCENT_THICKNESS,
GGX_PERCENT_THICKNESS_OUOM,VENTURA_AD_PICK,GGX_PERCENT_THICKNESS_OUOM,
GGX_PICK_TYPE,VENTURA_AD_PICK,GGX_PICK_TYPE,
GGX_SHOW,VENTURA_AD_PICK,GGX_SHOW,
GGX_UNC_FAULT_OBS_NO,VENTURA_AD_PICK,GGX_UNC_FAULT_OBS_NO,
GGX_UNC_FAULT_SOURCE,VENTURA_AD_PICK,GGX_UNC_FAULT_SOURCE,
GGX_UNCONFORMITY_NAME,VENTURA_AD_PICK,GGX_UNCONFORMITY_NAME,
MAX_DEPTH,VENTURA_AD_PICK,MaxPickDepthMD,
MAX_DEPTH_OUOM,VENTURA_AD_PICK,MAX_DEPTH_OUOM,
MIN_DEPTH,VENTURA_AD_PICK,MinPickDepthMD,
MIN_DEPTH_OUOM,VENTURA_AD_PICK,MIN_DEPTH_OUOM,
ORIGINAL_DATA_SOURCE,VENTURA_AD_PICK,ORIGINAL_DATA_SOURCE,
PICK_CONF_FACT,VENTURA_AD_PICK,PICK_CONF_FACT,
PICK_CORR_CONF,VENTURA_AD_PICK,PICK_CORR_CONF,
PICK_DATE,VENTURA_AD_PICK,PICK_DATE,
PICK_DEPTH,VENTURA_AD_PICK,DepthMD,
PICK_DEPTH_OUOM,VENTURA_AD_PICK,PickDepthUnits,
PICK_KIND,VENTURA_AD_PICK,PICK_KIND,
PICK_OBS_NO,VENTURA_AD_PICK,PickCount,
PICK_QUAL,VENTURA_AD_PICK,PICK_QUAL,
PICK_SOURCE,VENTURA_AD_PICK,PickSoftware,
PICK_SURF_ID,VENTURA_AD_PICK,OWPickSurfID,
PICK_SURF_NAME,VENTURA_AD_PICK,PICK_SURF_NAME,
REMARK,VENTURA_AD_PICK,REMARK,
TIME_DIST_FLG,VENTURA_AD_PICK,TIME_DIST_FLG,
UPDATE_DATE,VENTURA_AD_PICK,UPDATE_DATE,
UPDATE_USER_ID,VENTURA_AD_PICK,UPDATE_USER_ID,
USER_DEF_1,VENTURA_AD_PICK,USER_DEF_1,
USER_DEF_2,VENTURA_AD_PICK,USER_DEF_2,
USER_DEF_3,VENTURA_AD_PICK,USER_DEF_3,
USER_DEF_4,VENTURA_AD_PICK,USER_DEF_4,
USER_DEF_5,VENTURA_AD_PICK,USER_DEF_5,
USER_DEF_NUM_1,VENTURA_AD_PICK,USER_DEF_NUM_1,
USER_DEF_NUM_2,VENTURA_AD_PICK,USER_DEF_NUM_2,
USER_DEF_NUM_3,VENTURA_AD_PICK,USER_DEF_NUM_3,
WELL_ID,VENTURA_AD_PICK,OpenWorksWellHashID,
WELL_UWI,VENTURA_AD_PICK,API14,
CREATE_DATE,VENTURA_AD_PICK,CREATE_DATE,
CREATE_USER_ID,VENTURA_AD_PICK,CREATE_USER_ID,
DATA_SOURCE,VENTURA_AD_PICK,PickInterpretor,
DIP_ANGLE,VENTURA_AD_PICK,DIP_ANGLE,
DIP_ANGLE_OUOM,VENTURA_AD_PICK,PickAngleUnits,
DIP_AZIMUTH,VENTURA_AD_PICK,DIP_AZIMUTH,
DIP_AZIMUTH_OUOM,VENTURA_AD_PICK,PickAziUnits,
GEOLOGIC_FEATURE,VENTURA_AD_PICK,GEOLOGIC_FEATURE,
GGX_FAULT_NAME,VENTURA_AD_PICK,GGX_FAULT_NAME,
GGX_GAP_THICKNESS,VENTURA_AD_PICK,GGX_GAP_THICKNESS,
GGX_GAP_THICKNESS_OUOM,VENTURA_AD_PICK,GGX_GAP_THICKNESS_OUOM,
GGX_PERCENT_THICKNESS,VENTURA_AD_PICK,GGX_PERCENT_THICKNESS,
GGX_PERCENT_THICKNESS_OUOM,VENTURA_AD_PICK,GGX_PERCENT_THICKNESS_OUOM,
GGX_PICK_TYPE,VENTURA_AD_PICK,GGX_PICK_TYPE,
GGX_SHOW,VENTURA_AD_PICK,GGX_SHOW,
GGX_UNC_FAULT_OBS_NO,VENTURA_AD_PICK,GGX_UNC_FAULT_OBS_NO,
GGX_UNC_FAULT_SOURCE,VENTURA_AD_PICK,GGX_UNC_FAULT_SOURCE,
GGX_UNCONFORMITY_NAME,VENTURA_AD_PICK,GGX_UNCONFORMITY_NAME,
MAX_DEPTH,VENTURA_AD_PICK,MaxPickDepthMD,
MAX_DEPTH_OUOM,VENTURA_AD_PICK,MAX_DEPTH_OUOM,
MIN_DEPTH,VENTURA_AD_PICK,MinPickDepthMD,
MIN_DEPTH_OUOM,VENTURA_AD_PICK,MIN_DEPTH_OUOM,
ORIGINAL_DATA_SOURCE,VENTURA_AD_PICK,ORIGINAL_DATA_SOURCE,
PICK_CONF_FACT,VENTURA_AD_PICK,PICK_CONF_FACT,
PICK_CORR_CONF,VENTURA_AD_PICK,PICK_CORR_CONF,
PICK_DATE,VENTURA_AD_PICK,PICK_DATE,
PICK_DEPTH,VENTURA_AD_PICK,DepthMD,
PICK_DEPTH_OUOM,VENTURA_AD_PICK,PickDepthUnits,
PICK_KIND,VENTURA_AD_PICK,PICK_KIND,
PICK_OBS_NO,VENTURA_AD_PICK,PickCount,
PICK_QUAL,VENTURA_AD_PICK,PICK_QUAL,
PICK_SOURCE,VENTURA_AD_PICK,PickSoftware,
PICK_SURF_ID,VENTURA_AD_PICK,OWPickSurfID,
PICK_SURF_NAME,VENTURA_AD_PICK,PICK_SURF_NAME,
REMARK,VENTURA_AD_PICK,REMARK,
TIME_DIST_FLG,VENTURA_AD_PICK,TIME_DIST_FLG,
UPDATE_DATE,VENTURA_AD_PICK,UPDATE_DATE,
UPDATE_USER_ID,VENTURA_AD_PICK,UPDATE_USER_ID,
USER_DEF_1,VENTURA_AD_PICK,USER_DEF_1,
USER_DEF_2,VENTURA_AD_PICK,USER_DEF_2,
USER_DEF_3,VENTURA_AD_PICK,USER_DEF_3,
USER_DEF_4,VENTURA_AD_PICK,USER_DEF_4,
USER_DEF_5,VENTURA_AD_PICK,USER_DEF_5,
USER_DEF_NUM_1,VENTURA_AD_PICK,USER_DEF_NUM_1,
USER_DEF_NUM_2,VENTURA_AD_PICK,USER_DEF_NUM_2,
USER_DEF_NUM_3,VENTURA_AD_PICK,USER_DEF_NUM_3,
WELL_ID,VENTURA_AD_PICK,OpenWorksWellHashID,
WELL_UWI,VENTURA_AD_PICK,API14,
CREATE_DATE,VENTURA_AD_VC_PICKSURF_NAME,CREATE_DATE,
CREATE_USER_ID,VENTURA_AD_VC_PICKSURF_NAME,CREATE_USER_ID,
PICK_SURF_ABBREV,VENTURA_AD_VC_PICKSURF_NAME,PICK_SURF_ABBREV,
PICK_SURF_ALIAS,VENTURA_AD_VC_PICKSURF_NAME,PICK_SURF_ALIAS,
PICK_SURF_ID,VENTURA_AD_VC_PICKSURF_NAME,OWPickSurfID,
PICK_SURF_NAME,VENTURA_AD_VC_PICKSURF_NAME,PICK_SURF_NAME,
REF_VALUE_SOURCE,VENTURA_AD_VC_PICKSURF_NAME,REF_VALUE_SOURCE,
REF_VALUE_STATUS,VENTURA_AD_VC_PICKSURF_NAME,REF_VALUE_STATUS,
REMARK,VENTURA_AD_VC_PICKSURF_NAME,REMARK,
UPDATE_DATE,VENTURA_AD_VC_PICKSURF_NAME,UPDATE_DATE,
UPDATE_USER_ID,VENTURA_AD_VC_PICKSURF_NAME,UPDATE_USER_ID,
ALTERNATE_UWI,VENTURA_AD_WELL_MASTER,ALTERNATE_UWI,
AUTHORIZATION_NO,VENTURA_AD_WELL_MASTER,AUTHORIZATION_NO,
BH_LATITUDE,VENTURA_AD_WELL_MASTER,Btm_Lat,
BH_LONGITUDE,VENTURA_AD_WELL_MASTER,Btm_Long,
BH_X_COORDINATE,VENTURA_AD_WELL_MASTER,Btm_GridX,
BH_Y_COORDINATE,VENTURA_AD_WELL_MASTER,Btm_GridY,
BOREHOLE_NO,VENTURA_AD_WELL_MASTER,BOREHOLE_NO,
BOREHOLE_TYPE,VENTURA_AD_WELL_MASTER,BOREHOLE_TYPE,
COMP_DATA_RELEASE_DTE,VENTURA_AD_WELL_MASTER,COMP_DATA_RELEASE_DTE,
COMPLETION_DATE,VENTURA_AD_WELL_MASTER,COMPLETION_DATE,
CREATE_DATE,VENTURA_AD_WELL_MASTER,CREATE_DATE,
CREATE_USER_ID,VENTURA_AD_WELL_MASTER,CREATE_USER_ID,
CURRENCY,VENTURA_AD_WELL_MASTER,CURRENCY,
CURRENT_CLASS,VENTURA_AD_WELL_MASTER,CURRENT_CLASS,
CURRENT_STATUS,VENTURA_AD_WELL_MASTER,CompletionStatus,
CURRENT_STATUS_DATE,VENTURA_AD_WELL_MASTER,CompletionStatusDate,
CURRENT_WELL_LEASE_NAME,VENTURA_AD_WELL_MASTER,CURRENT_WELL_LEASE_NAME,
CURRENT_WELL_LEASE_NO,VENTURA_AD_WELL_MASTER,CURRENT_WELL_LEASE_NO,
DATA_ACQ_COMPANY,VENTURA_AD_WELL_MASTER,DATA_ACQ_COMPANY,
DATA_ACQUISITION_TYPE,VENTURA_AD_WELL_MASTER,DATA_ACQUISITION_TYPE,
DATA_SOURCE,VENTURA_AD_WELL_MASTER,DATA_SOURCE,
DEPTH_DATUM,VENTURA_AD_WELL_MASTER,DatumElev,
DEPTH_DATUM_OUOM,VENTURA_AD_WELL_MASTER,DEPTH_DATUM_OUOM,
DEPTH_DATUM_TYPE,VENTURA_AD_WELL_MASTER,DatumType,
DRILLING_OPERATOR,VENTURA_AD_WELL_MASTER,DRILLING_OPERATOR,
FARM_OUT,VENTURA_AD_WELL_MASTER,FARM_OUT,
FIELD,VENTURA_AD_WELL_MASTER,FIELD,
FIELD_ID,VENTURA_AD_WELL_MASTER,OpenWorksFieldHashID,
FINAL_TD,VENTURA_AD_WELL_MASTER,TD_MD,
FINAL_TD_OUOM,VENTURA_AD_WELL_MASTER,FINAL_TD_OUOM,
FM_AT_TD,VENTURA_AD_WELL_MASTER,FM_AT_TD,
GGX_LOCATION,VENTURA_AD_WELL_MASTER,GGX_LOCATION,
GGX_OLD_ID,VENTURA_AD_WELL_MASTER,GGX_OLD_ID,
GGX_PERCENT_ALLOCATION,VENTURA_AD_WELL_MASTER,GGX_PERCENT_ALLOCATION,
GROUND_ELEV,VENTURA_AD_WELL_MASTER,GROUND_ELEV,
GROUND_ELEV_OUOM,VENTURA_AD_WELL_MASTER,GROUND_ELEV_OUOM,
INITIAL_CLASS,VENTURA_AD_WELL_MASTER,INITIAL_CLASS,
INITIAL_STATUS,VENTURA_AD_WELL_MASTER,INITIAL_STATUS,
INTERNAL_DRILLING_COST,VENTURA_AD_WELL_MASTER,INTERNAL_DRILLING_COST,
KICK_OFF_DEPTH,VENTURA_AD_WELL_MASTER,KOD,
KICK_OFF_DEPTH_OUOM,VENTURA_AD_WELL_MASTER,KICK_OFF_DEPTH_OUOM,
ORIG_BH_CRS_ID,VENTURA_AD_WELL_MASTER,ORIG_BH_CRS_ID,
ORIG_BH_X_LON,VENTURA_AD_WELL_MASTER,Btm_GridX,
ORIG_BH_Y_LAT,VENTURA_AD_WELL_MASTER,Btm_GridY,
PARENT_WELLPATH_ID,VENTURA_AD_WELL_MASTER,PARENT_WELLPATH_ID,
PARENT_WELLPATH_UWI,VENTURA_AD_WELL_MASTER,PARENT_WELLPATH_UWI,
PERMIT_DTE,VENTURA_AD_WELL_MASTER,PERMIT_DTE,
PERMIT_NO,VENTURA_AD_WELL_MASTER,PERMIT_NO,
PLOT_NAME,VENTURA_AD_WELL_MASTER,PLOT_NAME,
PLUGBACK_DEPTH,VENTURA_AD_WELL_MASTER,PBMD,
PLUGBACK_DEPTH_OUOM,VENTURA_AD_WELL_MASTER,PLUGBACK_DEPTH_OUOM,
REMARK,VENTURA_AD_WELL_MASTER,REMARK,
RESTRICTED_DATA_IND,VENTURA_AD_WELL_MASTER,RESTRICTED_DATA_IND,
SECURITY_ON_OFF_FLG,VENTURA_AD_WELL_MASTER,SECURITY_ON_OFF_FLG,
SPUD_DATE,VENTURA_AD_WELL_MASTER,SPUD_DATE,
TOTAL_DRILLING_COST,VENTURA_AD_WELL_MASTER,TOTAL_DRILLING_COST,
TRAJECTORY_SHAPE,VENTURA_AD_WELL_MASTER,TRAJECTORY_SHAPE,
UPDATE_DATE,VENTURA_AD_WELL_MASTER,UPDATE_DATE,
UPDATE_USER_ID,VENTURA_AD_WELL_MASTER,UPDATE_USER_ID,
USER_DEF1,VENTURA_AD_WELL_MASTER,USER_DEF1,
USER_DEF2,VENTURA_AD_WELL_MASTER,USER_DEF2,
WATER_DEPTH,VENTURA_AD_WELL_MASTER,WATER_DEPTH,
WATER_DEPTH_DATUM,VENTURA_AD_WELL_MASTER,WATER_DEPTH_DATUM,
WATER_DEPTH_OUOM,VENTURA_AD_WELL_MASTER,WATER_DEPTH_OUOM,
WELL_GEOM_DESC,VENTURA_AD_WELL_MASTER,WELL_GEOM_DESC,
WELL_ID,VENTURA_AD_WELL_MASTER,OpenWorksWellHashID,
WELL_LOCATION_ID,VENTURA_AD_WELL_MASTER,WELL_LOCATION_ID,
WELL_NAME_FREE,VENTURA_AD_WELL_MASTER,WellName,
WELL_SYMBOL_CODE,VENTURA_AD_WELL_MASTER,WELL_SYMBOL_CODE,
WELL_UWI,VENTURA_AD_WELL_MASTER,API14,
WELL_UWI_TYPE,VENTURA_AD_WELL_MASTER,API_TYPE,
WL_BASIN_ID,VENTURA_AD_WELL_MASTER,WL_BASIN_ID,
WL_COUNTRY,VENTURA_AD_WELL_MASTER,COUNTRY_CD,
WL_COUNTY,VENTURA_AD_WELL_MASTER,COUNTY_NO,
WL_CURRENT_OPERATOR,VENTURA_AD_WELL_MASTER,WL_CURRENT_OPERATOR,
WL_GOVERN_AREA,VENTURA_AD_WELL_MASTER,WL_GOVERN_AREA,
WL_LEASE_ID,VENTURA_AD_WELL_MASTER,WL_LEASE_ID,
WL_ON_OFF_SHORE,VENTURA_AD_WELL_MASTER,WL_ON_OFF_SHORE,
WL_ORIG_CRS_ID,VENTURA_AD_WELL_MASTER,WL_ORIG_CRS_ID,
WL_ORIG_X_LON,VENTURA_AD_WELL_MASTER,WL_ORIG_X_LON,
WL_ORIG_Y_LAT,VENTURA_AD_WELL_MASTER,WL_ORIG_Y_LAT,
WL_PLATFORM_CODE,VENTURA_AD_WELL_MASTER,WL_PLATFORM_CODE,
WL_PLATFORM_SLOT_NO,VENTURA_AD_WELL_MASTER,WL_PLATFORM_SLOT_NO,
WL_STATE,VENTURA_AD_WELL_MASTER,STATE,
WL_SURFACE_LATITUDE,VENTURA_AD_WELL_MASTER,Lat,
WL_SURFACE_LONGITUDE,VENTURA_AD_WELL_MASTER,Long,
WL_SURFACE_X_COORDINATE,VENTURA_AD_WELL_MASTER,GridX,
WL_SURFACE_Y_COORDINATE,VENTURA_AD_WELL_MASTER,GridY,
WL_SURVEY_LOC_TYPE,VENTURA_AD_WELL_MASTER,WL_SURVEY_LOC_TYPE,
WL_WELL_GEOM_TYPE,VENTURA_AD_WELL_MASTER,WL_WELL_GEOM_TYPE,
WL_WELL_LOCATION_NAME,VENTURA_AD_WELL_MASTER,WL_WELL_LOCATION_NAME,
WL_WELL_LOCATION_UWI,VENTURA_AD_WELL_MASTER,WL_WELL_LOCATION_UWI,
WL_WELL_NET_INT,VENTURA_AD_WELL_MASTER,WL_WELL_NET_INT,
WL_WELL_NET_INT_OUOM,VENTURA_AD_WELL_MASTER,WL_WELL_NET_INT_OUOM,
CREATE_DATE,VENTURA_PICK,CREATE_DATE,
CREATE_USER_ID,VENTURA_PICK,CREATE_USER_ID,
DATA_SOURCE,VENTURA_PICK,PickInterpretor,
DIP_ANGLE,VENTURA_PICK,DIP_ANGLE,
DIP_ANGLE_OUOM,VENTURA_PICK,PickAngleUnits,
DIP_AZIMUTH,VENTURA_PICK,DIP_AZIMUTH,
DIP_AZIMUTH_OUOM,VENTURA_PICK,PickAziUnits,
GEOLOGIC_FEATURE,VENTURA_PICK,GEOLOGIC_FEATURE,
GGX_FAULT_NAME,VENTURA_PICK,GGX_FAULT_NAME,
GGX_GAP_THICKNESS,VENTURA_PICK,GGX_GAP_THICKNESS,
GGX_GAP_THICKNESS_OUOM,VENTURA_PICK,GGX_GAP_THICKNESS_OUOM,
GGX_PERCENT_THICKNESS,VENTURA_PICK,GGX_PERCENT_THICKNESS,
GGX_PERCENT_THICKNESS_OUOM,VENTURA_PICK,GGX_PERCENT_THICKNESS_OUOM,
GGX_PICK_TYPE,VENTURA_PICK,GGX_PICK_TYPE,
GGX_SHOW,VENTURA_PICK,GGX_SHOW,
GGX_UNC_FAULT_OBS_NO,VENTURA_PICK,GGX_UNC_FAULT_OBS_NO,
GGX_UNC_FAULT_SOURCE,VENTURA_PICK,GGX_UNC_FAULT_SOURCE,
GGX_UNCONFORMITY_NAME,VENTURA_PICK,GGX_UNCONFORMITY_NAME,
MAX_DEPTH,VENTURA_PICK,MaxPickDepthMD,
MAX_DEPTH_OUOM,VENTURA_PICK,MAX_DEPTH_OUOM,
MIN_DEPTH,VENTURA_PICK,MinPickDepthMD,
MIN_DEPTH_OUOM,VENTURA_PICK,MIN_DEPTH_OUOM,
ORIGINAL_DATA_SOURCE,VENTURA_PICK,ORIGINAL_DATA_SOURCE,
PICK_CONF_FACT,VENTURA_PICK,PICK_CONF_FACT,
PICK_CORR_CONF,VENTURA_PICK,PICK_CORR_CONF,
PICK_DATE,VENTURA_PICK,PICK_DATE,
PICK_DEPTH,VENTURA_PICK,DepthMD,
PICK_DEPTH_OUOM,VENTURA_PICK,PickDepthUnits,
PICK_KIND,VENTURA_PICK,PICK_KIND,
PICK_OBS_NO,VENTURA_PICK,PickCount,
PICK_QUAL,VENTURA_PICK,PICK_QUAL,
PICK_SOURCE,VENTURA_PICK,PickSoftware,
PICK_SURF_ID,VENTURA_PICK,OWPickSurfID,
PICK_SURF_NAME,VENTURA_PICK,PICK_SURF_NAME,
REMARK,VENTURA_PICK,REMARK,
TIME_DIST_FLG,VENTURA_PICK,TIME_DIST_FLG,
UPDATE_DATE,VENTURA_PICK,UPDATE_DATE,
UPDATE_USER_ID,VENTURA_PICK,UPDATE_USER_ID,
USER_DEF_1,VENTURA_PICK,USER_DEF_1,
USER_DEF_2,VENTURA_PICK,USER_DEF_2,
USER_DEF_3,VENTURA_PICK,USER_DEF_3,
USER_DEF_4,VENTURA_PICK,USER_DEF_4,
USER_DEF_5,VENTURA_PICK,USER_DEF_5,
USER_DEF_NUM_1,VENTURA_PICK,USER_DEF_NUM_1,
USER_DEF_NUM_2,VENTURA_PICK,USER_DEF_NUM_2,
USER_DEF_NUM_3,VENTURA_PICK,USER_DEF_NUM_3,
WELL_ID,VENTURA_PICK,OpenWorksWellHashID,
WELL_UWI,VENTURA_PICK,API14,
CREATE_DATE,VENTURA_VC_PICKSURF_NAME,CREATE_DATE,
CREATE_USER_ID,VENTURA_VC_PICKSURF_NAME,CREATE_USER_ID,
PICK_SURF_ABBREV,VENTURA_VC_PICKSURF_NAME,PICK_SURF_ABBREV,
PICK_SURF_ALIAS,VENTURA_VC_PICKSURF_NAME,PICK_SURF_ALIAS,
PICK_SURF_ID,VENTURA_VC_PICKSURF_NAME,OWPickSurfID,
PICK_SURF_NAME,VENTURA_VC_PICKSURF_NAME,PICK_SURF_NAME,
REF_VALUE_SOURCE,VENTURA_VC_PICKSURF_NAME,REF_VALUE_SOURCE,
REF_VALUE_STATUS,VENTURA_VC_PICKSURF_NAME,REF_VALUE_STATUS,
REMARK,VENTURA_VC_PICKSURF_NAME,REMARK,
UPDATE_DATE,VENTURA_VC_PICKSURF_NAME,UPDATE_DATE,
UPDATE_USER_ID,VENTURA_VC_PICKSURF_NAME,UPDATE_USER_ID,
ALTERNATE_UWI,VENTURA_WELL_MASTER,ALTERNATE_UWI,
AUTHORIZATION_NO,VENTURA_WELL_MASTER,AUTHORIZATION_NO,
BH_LATITUDE,VENTURA_WELL_MASTER,Btm_Lat,
BH_LONGITUDE,VENTURA_WELL_MASTER,Btm_Long,
BH_X_COORDINATE,VENTURA_WELL_MASTER,Btm_GridX,
BH_Y_COORDINATE,VENTURA_WELL_MASTER,Btm_GridY,
BOREHOLE_NO,VENTURA_WELL_MASTER,BOREHOLE_NO,
BOREHOLE_TYPE,VENTURA_WELL_MASTER,BOREHOLE_TYPE,
COMP_DATA_RELEASE_DTE,VENTURA_WELL_MASTER,COMP_DATA_RELEASE_DTE,
COMPLETION_DATE,VENTURA_WELL_MASTER,COMPLETION_DATE,
CREATE_DATE,VENTURA_WELL_MASTER,CREATE_DATE,
CREATE_USER_ID,VENTURA_WELL_MASTER,CREATE_USER_ID,
CURRENCY,VENTURA_WELL_MASTER,CURRENCY,
CURRENT_CLASS,VENTURA_WELL_MASTER,CURRENT_CLASS,
CURRENT_STATUS,VENTURA_WELL_MASTER,CompletionStatus,
CURRENT_STATUS_DATE,VENTURA_WELL_MASTER,CompletionStatusDate,
CURRENT_WELL_LEASE_NAME,VENTURA_WELL_MASTER,CURRENT_WELL_LEASE_NAME,
CURRENT_WELL_LEASE_NO,VENTURA_WELL_MASTER,CURRENT_WELL_LEASE_NO,
DATA_ACQ_COMPANY,VENTURA_WELL_MASTER,DATA_ACQ_COMPANY,
DATA_ACQUISITION_TYPE,VENTURA_WELL_MASTER,DATA_ACQUISITION_TYPE,
DATA_SOURCE,VENTURA_WELL_MASTER,DATA_SOURCE,
DEPTH_DATUM,VENTURA_WELL_MASTER,DatumElev,
DEPTH_DATUM_OUOM,VENTURA_WELL_MASTER,DEPTH_DATUM_OUOM,
DEPTH_DATUM_TYPE,VENTURA_WELL_MASTER,DatumType,
DRILLING_OPERATOR,VENTURA_WELL_MASTER,DRILLING_OPERATOR,
FARM_OUT,VENTURA_WELL_MASTER,FARM_OUT,
FIELD,VENTURA_WELL_MASTER,FIELD,
FIELD_ID,VENTURA_WELL_MASTER,OpenWorksFieldHashID,
